Case Number,Block,Description,Location Description,Arrest,Year,Latitude,Longitude
HN273946,057XX S WINCHESTER AVE,GAME/DICE,SIDEWALK,True,2007,41.789832136,-87.672973835
HH696205,067XX N OLMSTED AVE,WIREROOM/SPORTS,STREET,True,2002,42.002363642,-87.81727589399999
HJ221639,060XX S DR MARTIN LUTHER KING JR DR,WIREROOM/HORSES,RESIDENCE,True,2003,41.784782418,-87.615738011
HJ233165,069XX S JUSTINE ST,GAME/DICE,SIDEWALK,True,2003,41.76783464,-87.662682637
HW243397,012XX S INDEPENDENCE BLVD,GAME/DICE,SIDEWALK,True,2013,41.865464820999996,-87.720098641
HV292830,070XX S YALE AVE,GAME/DICE,SIDEWALK,True,2012,41.766481927,-87.631029592
HN324907,051XX S HERMITAGE AVE,GAME/DICE,SIDEWALK,True,2007,41.800645741,-87.668410415
HV290587,039XX W 81ST PL,GAME/DICE,PARK PROPERTY,True,2012,41.744950693,-87.720305037
HM609632,017XX N LINDER AVE,GAME/DICE,SIDEWALK,True,2006,41.911693567,-87.76307825200001
HS465720,063XX S ALBANY AVE,GAME/DICE,SIDEWALK,True,2010,41.778105265,-87.700679149
HM394052,070XX S DORCHESTER AVE,GAME/DICE,ALLEY,True,2006,41.7675148,-87.59103333600001
HM648735,050XX S JUSTINE ST,GAME/DICE,SIDEWALK,True,2006,41.802439946999996,-87.66359090899999
HZ430899,002XX S HOYNE AVE,GAME/DICE,SIDEWALK,True,2016,41.878391287,-87.67901396399999
HR604279,034XX W OHIO ST,GAME/CARDS,VEHICLE NON-COMMERCIAL,True,2009,41.89182683,-87.71308498799999
HP460717,029XX N CLYBOURN AVE,GAME/DICE,CHA PARKING LOT/GROUNDS,True,2008,41.934824952,-87.681645924
HK243698,042XX W WEST END AVE,BOOKMAKING/SPORTS,SIDEWALK,True,2004,41.883288506,-87.73199166799999
HL647129,051XX S MARSHFIELD AVE,GAME/DICE,STREET,True,2005,41.800346189,-87.665970935
HJ406905,049XX S DORCHESTER AVE,GAME/DICE,PARK PROPERTY,True,2003,41.805229636,-87.591903887
HJ594892,047XX W POLK ST,GAME/DICE,SIDEWALK,True,2003,41.870475027,-87.74352294
HS528268,007XX N LOTUS AVE,GAME/DICE,RESIDENTIAL YARD (FRONT/BACK),True,2010,41.893529965,-87.76207922399999
HN329719,010XX N LECLAIRE AVE,GAME/DICE,SIDEWALK,True,2007,41.899103172,-87.75325064
HL632430,002XX N KARLOV AVE,GAME/DICE,PARK PROPERTY,True,2005,41.883993161,-87.728217262
HV526043,052XX W MADISON ST,GAME/DICE,PARKING LOT/GARAGE(NON.RESID.),True,2012,41.880350435,-87.756805964
HJ532318,031XX W WALNUT ST,GAME/DICE,SIDEWALK,True,2003,41.885411335,-87.705108165
HT335724,050XX W HURON ST,GAME/DICE,SIDEWALK,True,2011,41.893113501,-87.751281104
HY289496,036XX W CHICAGO AVE,GAME/DICE,SIDEWALK,True,2015,41.895447466,-87.717857879
HN611289,061XX S VERNON AVE,GAME/DICE,STREET,True,2007,41.783026429,-87.61447796799999
HV417225,061XX S PEORIA ST,GAME/DICE,SIDEWALK,True,2012,41.783015815,-87.647300971
HT455835,003XX E 61ST ST,GAME/DICE,SIDEWALK,True,2011,41.783870605,-87.616503495
HL116824,068XX S NORMAL BLVD,BOOKMAKING/SPORTS,RESIDENCE PORCH/HALLWAY,True,2005,41.770348245,-87.637277969
HV280671,055XX S INDIANA AVE,GAME/DICE,RESIDENTIAL YARD (FRONT/BACK),True,2012,41.794007453,-87.62082782799999
HL437596,051XX S PRAIRIE AVE,GAME/CARDS,STREET,True,2005,41.801320245,-87.61938614700001
HV501186,012XX S AVERS AVE,GAME/DICE,SIDEWALK,True,2012,41.865464029,-87.721493726
HK767888,014XX W 81ST ST,GAME/DICE,SIDEWALK,True,2004,41.746779796,-87.65883789899999
HM593698,085XX S BISHOP ST,GAME/DICE,SIDEWALK,True,2006,41.738641261,-87.659490991
HK624914,065XX S COTTAGE GROVE AVE,ILLEGAL ILL LOTTERY,STREET,True,2004,41.776138730999996,-87.605833122
HJ256247,073XX S MAY ST,GAME/DICE,SIDEWALK,True,2003,41.760663209,-87.652784111
HK375054,027XX W OGDEN AVE,GAME/DICE,CHA PARKING LOT/GROUNDS,True,2004,41.862011728,-87.69378445
HT527200,018XX S KOMENSKY AVE,GAME/DICE,SIDEWALK,True,2011,41.855740782,-87.726083018
HJ320245,036XX W OHIO ST,GAME/DICE,STREET,True,2003,41.8917797,-87.717074065
HJ491036,046XX W LAWRENCE AVE,GAME/AMUSEMENT DEVICE,CAR WASH,True,2003,41.968059247,-87.745002752
HN551700,030XX W WALNUT ST,GAME/DICE,SIDEWALK,True,2007,41.885441613000005,-87.702621654
HP498015,007XX E OAKWOOD BLVD,GAME/DICE,PARK PROPERTY,True,2008,41.822727526,-87.60787047299999
HW512530,002XX S HAMILTON AVE,GAME/DICE,SIDEWALK,True,2013,41.878112883,-87.680243245
HL112280,057XX W HIGGINS AVE,GAME/AMUSEMENT DEVICE,TAVERN/LIQUOR STORE,True,2005,41.971411403000005,-87.771595831
G243005,064XX S INGLESIDE AV,GAME/DICE,ALLEY,True,2001,41.777971633,-87.601467897
HM442827,025XX W JACKSON BLVD,GAME/DICE,SIDEWALK,True,2006,41.877517962,-87.68909134399999
HM119169,039XX W IRVING PARK RD,GAME/AMUSEMENT DEVICE,RESTAURANT,True,2006,41.95365705,-87.72695951799999
HW338283,048XX W WALTON ST,GAME/DICE,"SCHOOL, PUBLIC, BUILDING",True,2013,41.89773472,-87.74694895399999
HN591312,015XX N LATROBE AVE,GAME/DICE,SIDEWALK,True,2007,41.908123952,-87.757158622
HK734878,051XX S MAY ST,GAME/DICE,STREET,True,2004,41.800708596999996,-87.65382757399999
HJ263238,066XX S TALMAN AVE,GAME/DICE,SIDEWALK,True,2003,41.773230126,-87.689582448
HK406471,088XX S LOWE AVE,GAME/DICE,STREET,True,2004,41.733856667,-87.639906987
HK184393,015XX W HOWARD ST,GAME/DICE,SIDEWALK,True,2004,42.019361825,-87.668558186
HH837354,014XX W MORSE AVE,GAME/DICE,STREET,True,2002,42.00789382,-87.666653912
HP311578,054XX W JACKSON BLVD,GAME/DICE,SIDEWALK,True,2008,41.876588202,-87.760122455
HL289201,019XX W 79TH ST,GAME/DICE,STREET,True,2005,41.750242033,-87.672346311
HY274676,071XX S SEELEY AVE,GAME/DICE,SIDEWALK,True,2015,41.763916833,-87.674724146
HH255968,047XX S INDIANA AV,ILLEGAL ILL LOTTERY,STREET,True,2002,41.808856305999996,-87.621198838
HR416194,024XX W 66TH ST,GAME/DICE,SIDEWALK,True,2009,41.773770665,-87.68517415299999
HM117126,002XX E 51ST ST,GAME/DICE,SIDEWALK,True,2006,41.802039699,-87.620342746
HS326575,001XX N LEAMINGTON AVE,GAME/DICE,SIDEWALK,True,2010,41.883750008,-87.75396976100001
HV386163,043XX S DREXEL BLVD,GAME/DICE,"SCHOOL, PUBLIC, GROUNDS",True,2012,41.815924879,-87.60403305
HK812645,042XX S ASHLAND AVE,GAME/AMUSEMENT DEVICE,TAVERN/LIQUOR STORE,True,2004,41.816502541999995,-87.665161249
HV404228,007XX N PARKSIDE AVE,GAME/DICE,SIDEWALK,True,2012,41.893706181999995,-87.766628348
HH591845,010XX N DRAKE AVE,GAME/DICE,STREET,True,2002,41.899574402,-87.715228638
HR312528,060XX S CAMPBELL AVE,GAME/DICE,SIDEWALK,True,2009,41.784149999,-87.686220943
HR514909,007XX E PERSHING RD,GAME/DICE,SIDEWALK,True,2009,41.823949496,-87.60799242700001
HV374254,064XX S TALMAN AVE,OTHER,RESIDENCE PORCH/HALLWAY,True,2012,41.77655396,-87.689670194
HP446628,053XX S PAULINA ST,GAME/DICE,ALLEY,True,2008,41.796765906,-87.667089942
HS543504,0000X N LATROBE AVE,GAME/DICE,SIDEWALK,True,2010,41.881366108,-87.75631945200001
HL567200,075XX S STEWART AVE,GAME/DICE,STREET,True,2005,41.757342402,-87.634464469
G571271,090XX S BURLEY AV,GAME/DICE,SIDEWALK,True,2001,41.731407021,-87.545544299
HL199440,014XX W ALBION AVE,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2005,42.00178388,-87.66641601399999
HJ274418,054XX S LAFLIN ST,GAME/DICE,SIDEWALK,True,2003,41.795090788,-87.662185864
HY187285,057XX S MAY ST,GAME/DICE,SIDEWALK,True,2015,41.789864285,-87.65354974899999
HT385346,075XX S STEWART AVE,GAME/DICE,SIDEWALK,True,2011,41.757435724000004,-87.634467122
HN521312,049XX W IOWA ST,GAME/DICE,SIDEWALK,True,2007,41.89680797,-87.749260436
HH744401,035XX N CICERO AVE,GAME/AMUSEMENT DEVICE,TAVERN/LIQUOR STORE,True,2002,41.944483053,-87.74702069
HP497682,001XX N LEAMINGTON AVE,GAME/DICE,SIDEWALK,True,2008,41.883750008,-87.75396976100001
HH569707,003XX S WESTERN AVE,GAME/CARDS,CHA PARKING LOT/GROUNDS,True,2002,41.876884976999996,-87.68632908299999
HN425942,100XX S NORMAL AVE,GAME/DICE,STREET,True,2007,41.712156523000004,-87.63569031200001
HV351531,035XX W VAN BUREN ST,GAME/DICE,SIDEWALK,True,2012,41.875413022,-87.714014801
HK366491,062XX S PAULINA ST,GAME/DICE,SIDEWALK,True,2004,41.78038553,-87.66666557100001
HL771749,078XX S ESSEX AVE,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2005,41.752920028000005,-87.563828953
HP420403,075XX S CARPENTER ST,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2008,41.756751343000005,-87.65026357200001
HR463300,055XX W GLADYS AVE,GAME/DICE,SIDEWALK,True,2009,41.875647275,-87.76350161399999
HR467694,028XX W ROOSEVELT RD,GAME/CARDS,PARK PROPERTY,True,2009,41.866487296,-87.697682836
HN403551,054XX S BISHOP ST,GAME/DICE,SIDEWALK,True,2007,41.795152293,-87.660971367
HN336796,023XX S STATE ST,GAME/DICE,CHA HALLWAY/STAIRWELL/ELEVATOR,True,2007,41.85014407,-87.627021086
HR453947,057XX S ARTESIAN AVE,GAME/DICE,SIDEWALK,True,2009,41.789627013,-87.68514279
HK726347,076XX N MARSHFIELD AVE,GAME/DICE,STREET,True,2004,42.019973942,-87.67191176799999
HP515879,059XX W DIVISION ST,GAME/DICE,SIDEWALK,False,2008,41.902020724,-87.773798688
HT399333,075XX N DAMEN AVE,GAME/DICE,SIDEWALK,True,2011,42.018691928,-87.68045542
HW345637,007XX N CHRISTIANA AVE,GAME/DICE,SIDEWALK,True,2013,41.894462059,-87.71018359799999
HS364497,071XX S WABASH AVE,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2010,41.764809696,-87.623284289
HV430110,012XX S INDEPENDENCE BLVD,GAME/DICE,OTHER,True,2012,41.865500494,-87.7200983
G600663,007XX W 54 PL,GAME/DICE,SIDEWALK,True,2001,41.795356276999996,-87.643535142
G507393,040XX N ELSTON AV,GAME/AMUSEMENT DEVICE,RESTAURANT,True,2001,41.953995447,-87.71937571
HL224416,062XX S STONY ISLAND AVE,GAME/DICE,"SCHOOL, PUBLIC, BUILDING",True,2005,41.78210152,-87.586502002
HX303414,072XX S WINCHESTER AVE,GAME/DICE,SIDEWALK,True,2014,41.762431702,-87.67225421
HJ625663,063XX S BISHOP ST,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2003,41.778607233,-87.660546614
HT399033,035XX S INDIANA AVE,GAME/DICE,ALLEY,True,2011,41.830481843,-87.62175175200001
HP564974,016XX S HOMAN AVE,GAME/DICE,SIDEWALK,True,2008,41.857777547,-87.71029759
HL439104,044XX W GLADYS AVE,GAME/DICE,SIDEWALK,True,2005,41.876048425,-87.73605453200001
HM689121,0000X N LATROBE AVE,GAME/DICE,SIDEWALK,True,2006,41.881550001,-87.75632514200001
HR349323,033XX W ROOSEVELT RD,GAME/DICE,PARK PROPERTY,True,2009,41.866358997,-87.70982144700001
HS266048,095XX S WOODLAWN AVE,GAME/DICE,ALLEY,True,2010,41.721659648,-87.59477748799999
HP413808,038XX S PRAIRIE AVE,GAME/DICE,STREET,True,2008,41.825155197,-87.620420208
HV489710,052XX W QUINCY ST,GAME/DICE,SIDEWALK,True,2012,41.877553114,-87.756074685
HN660021,062XX S INGLESIDE AVE,GAME/DICE,SIDEWALK,True,2007,41.78166509,-87.60270549399999
HX423764,066XX S EVANS AVE,GAME/DICE,SIDEWALK,True,2014,41.774206217,-87.607050089
HN367637,063XX S ROCKWELL ST,GAME/DICE,SIDEWALK,True,2007,41.778322985,-87.688504959
HP509774,081XX S WOODLAWN AVE,GAME/DICE,ALLEY,True,2008,41.74641438,-87.595369644
G294977,038XX N KILBOURN AV,GAME/AMUSEMENT DEVICE,WAREHOUSE,True,2001,41.950720116999996,-87.741033911
HN567769,077XX N EASTLAKE TER,GAME/DICE,PARK PROPERTY,True,2007,42.021332111999996,-87.665243878
HM552074,026XX W POTOMAC AVE,GAME/DICE,SIDEWALK,True,2006,41.904786422,-87.69331732299999
HL569305,070XX S GREEN ST,GAME/DICE,SIDEWALK,True,2005,41.766249377,-87.645665154
HX361802,065XX S OAKLEY AVE,GAME/DICE,OTHER,True,2014,41.774734715,-87.68095212700001
HH153274,039XX W GRENSHAW ST,GAME/DICE,SIDEWALK,True,2002,41.867101385,-87.72337620200001
HS445923,014XX W 110TH ST,GAME/DICE,RESIDENTIAL YARD (FRONT/BACK),True,2010,41.693989554,-87.657818943
HK520539,057XX S INDIANA AVE,ILLEGAL ILL LOTTERY,STREET,True,2004,41.790636954,-87.620744144
HS248124,004XX N SPRINGFIELD AVE,GAME/DICE,SIDEWALK,True,2010,41.888924116,-87.723462455
HM507752,0000X E 100TH PL,GAME/DICE,SIDEWALK,True,2006,41.711742961,-87.621949466
HR349660,079XX S LAFLIN ST,GAME/DICE,ABANDONED BUILDING,True,2009,41.749295186,-87.66098469100001
HM492815,102XX S STATE ST,GAME/DICE,SIDEWALK,True,2006,41.707842101,-87.62353428700001
HL348219,075XX S DORCHESTER AVE,OTHER,SIDEWALK,True,2005,41.758267684,-87.59078805799999
HN357217,042XX W CERMAK RD,GAME/DICE,SIDEWALK,True,2007,41.85144726,-87.731533881
HV293952,050XX W JACKSON BLVD,GAME/DICE,SIDEWALK,True,2012,41.87671154,-87.750820421
HN316897,089XX S PARNELL AVE,GAME/DICE,ALLEY,True,2007,41.732041388,-87.637424244
HS467153,064XX S ELLIS AVE,GAME/DICE,ALLEY,True,2010,41.777802884,-87.60039560700001
HK653153,049XX W FOSTER AVE,GAME/AMUSEMENT DEVICE,RESTAURANT,True,2004,41.975279974,-87.752147994
HM354308,007XX N LAWNDALE AVE,GAME/DICE,SIDEWALK,True,2006,41.894285768,-87.718717474
HL643306,039XX W GRENSHAW ST,GAME/DICE,SIDEWALK,True,2005,41.867096466,-87.72400037799999
HK651388,068XX S EAST END AVE,GAME/DICE,SIDEWALK,True,2004,41.770939329,-87.583794126
G233430,047XX S MICHIGAN AV,ILLEGAL ILL LOTTERY,STREET,True,2001,41.809191168000005,-87.62298146200001
HK362213,028XX W ROSEMONT AVE,GAME/DICE,STREET,True,2004,41.995764041,-87.70001053
HM285459,072XX S WINCHESTER AVE,GAME/DICE,STREET,True,2006,41.762302706,-87.672251869
HN575923,012XX S SPRINGFIELD AVE,GAME/DICE,SIDEWALK,True,2007,41.865635200999996,-87.72271829700001
HM615289,016XX N MASON AVE,GAME/DICE,STREET,True,2006,41.90980429,-87.773984211
G074821,045XX W BELMONT AV,GAME/AMUSEMENT DEVICE,TAVERN/LIQUOR STORE,True,2001,41.938816296,-87.73955628
G573076,046XX S MICHIGAN AV,ILLEGAL ILL LOTTERY,STREET,True,2001,41.811005441,-87.623031112
HT461015,043XX W GLADYS AVE,GAME/DICE,SIDEWALK,True,2011,41.876072907,-87.733906263
HN723588,005XX N LEAMINGTON AVE,GAME/DICE,SIDEWALK,True,2007,41.89004098,-87.75419938600001
HP513738,067XX S EAST END AVE,OTHER,SIDEWALK,True,2008,41.772899106,-87.583848295
HM501344,010XX N LOCKWOOD AVE,GAME/DICE,SIDEWALK,True,2006,41.899339208,-87.75816691799999
HS302732,001XX N KEDZIE AVE,GAME/DICE,VACANT LOT/LAND,True,2010,41.883191631,-87.70618385200001
G125965,001XX W 112 PL,GAME/DICE,ALLEY,True,2001,41.689930128,-87.626693178
HK351500,080XX S MAPLEWOOD AVE,GAME/DICE,STREET,True,2004,41.747649359,-87.68645204200001
HN583607,075XX S ELLIS AVE,GAME/DICE,STREET,True,2007,41.757731734000004,-87.600492088
HJ374160,103XX S MORGAN ST,GAME/DICE,STREET,True,2003,41.706515040999996,-87.64768639100001
HJ377484,039XX W POLK ST,GAME/DICE,SIDEWALK,True,2003,41.870739502,-87.723749159
HL662669,049XX W CORTEZ ST,GAME/DICE,SIDEWALK,True,2005,41.899561026,-87.749374931
HP657064,011XX N MONTICELLO AVE,GAME/DICE,SIDEWALK,True,2008,41.90159942,-87.71774003
HN670743,025XX W DIVISION ST,GAME/AMUSEMENT DEVICE,TAVERN/LIQUOR STORE,True,2007,41.902974842,-87.691281983
HH532810,132XX S BALTIMORE AVE,WIREROOM/HORSES,TAVERN/LIQUOR STORE,True,2002,41.65505165,-87.54714511200001
HJ376315,003XX S LEAMINGTON AVE,GAME/DICE,ALLEY,True,2003,41.876162002,-87.75339572200001
HM448862,079XX S YATES BLVD,ILLEGAL ILL LOTTERY,STREET,True,2006,41.751275763,-87.566227001
HL579138,097XX S MERRION AVE,GAME/DICE,SIDEWALK,True,2005,41.71748181,-87.56985228799999
HX281855,007XX W GARFIELD BLVD,GAME/DICE,PARKING LOT/GARAGE(NON.RESID.),True,2014,41.794328205999996,-87.64370752200001
HP563715,060XX S WINCHESTER AVE,GAME/DICE,SIDEWALK,True,2008,41.78417801,-87.672819193
HN564053,014XX S DRAKE AVE,GAME/DICE,SIDEWALK,True,2007,41.861963739000004,-87.71407118
HY473512,014XX N LECLAIRE AVE,OTHER,SIDEWALK,True,2015,41.906431144,-87.753419418
HN464747,029XX W MONROE ST,GAME/DICE,SIDEWALK,True,2007,41.880363059000004,-87.70031777700001
HT331883,071XX S NORMAL BLVD,GAME/DICE,SIDEWALK,True,2011,41.764564836999995,-87.63708389799999
G308321,023XX N LEAVITT ST,GAME/AMUSEMENT DEVICE,TAVERN/LIQUOR STORE,True,2001,41.924050998,-87.682589713
HX386230,012XX W 79TH ST,GAME/DICE,PARK PROPERTY,True,2014,41.750486551,-87.654507741
HM546560,082XX S GREEN ST,GAME/DICE,SIDEWALK,True,2006,41.74440393,-87.64507383200001
HY360568,053XX W ADAMS ST,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2015,41.878431017,-87.758211233
HL495067,085XX S MAY ST,GAME/DICE,SIDEWALK,True,2005,41.739045675,-87.65221364
HM157167,038XX W FERDINAND ST,GAME/DICE,SIDEWALK,True,2006,41.889909247,-87.721389051
HZ338794,083XX S PEORIA ST,GAME/DICE,ALLEY,True,2016,41.742641156,-87.646294529
HN348553,011XX S ALBANY AVE,GAME/DICE,STREET,True,2007,41.867462058,-87.703261005
HN156628,063XX S TROY ST,BOOKMAKING/SPORTS,RESIDENCE PORCH/HALLWAY,True,2007,41.778013152,-87.701893587
HN612332,064XX S COTTAGE GROVE AVE,ILLEGAL ILL LOTTERY,STREET,True,2007,41.778139616,-87.60588016700001
HT541687,065XX S KEDZIE AVE,GAME/DICE,RESIDENCE,True,2011,41.774643948000005,-87.703037455
HM471718,001XX N LAPORTE AVE,GAME/DICE,SIDEWALK,True,2006,41.883656549,-87.74906441200001
HV316855,013XX S SPRINGFIELD AVE,GAME/DICE,SIDEWALK,True,2012,41.863826438000004,-87.72266208399999
HV348031,062XX S PAULINA ST,GAME/DICE,ABANDONED BUILDING,True,2012,41.780517269,-87.666667873
HK387057,019XX N ORCHARD ST,OTHER,STREET,True,2004,41.917285033,-87.646074232
HY389419,049XX W CRYSTAL ST,GAME/DICE,SIDEWALK,True,2015,41.903222999,-87.749602377
G327375,006XX E 38 PL,GAME/DICE,CHA PARKING LOT/GROUNDS,True,2001,41.824953759,-87.61189217399999
HN495466,080XX S PAULINA ST,GAME/DICE,SIDEWALK,True,2007,41.747934662,-87.665803109
HJ591182,062XX S SACRAMENTO AVE,GAME/DICE,ALLEY,True,2003,41.780408338,-87.698302683
HT305914,001XX N LEAMINGTON AVE,GAME/DICE,SIDEWALK,True,2011,41.883750008,-87.75396976100001
HS435355,053XX W MADISON ST,GAME/DICE,SIDEWALK,True,2010,41.880316586,-87.759362057
HT364089,037XX W OHIO ST,GAME/DICE,SIDEWALK,True,2011,41.891744135,-87.720170545
HV164614,048XX W MONROE ST,GAME/DICE,SIDEWALK,True,2012,41.87949208,-87.74609125799999
HK217613,070XX W 63RD ST,WIREROOM/SPORTS,STREET,True,2004,41.777377721,-87.797188818
HJ145157,065XX N CLARK ST,GAME/CARDS,OTHER,True,2003,42.001048401999995,-87.671625853
HP309347,021XX W ADDISON ST,GAME/AMUSEMENT DEVICE,TAVERN/LIQUOR STORE,True,2008,41.946809711,-87.682747958
HJ217708,122XX S SANGAMON ST,GAME/DICE,SIDEWALK,True,2003,41.671348906999995,-87.645351154
HX297608,048XX W MONROE ST,GAME/DICE,ABANDONED BUILDING,True,2014,41.87949208,-87.74609125799999
HT284720,015XX S MILLARD AVE,GAME/DICE,SIDEWALK,True,2011,41.859789362,-87.716448898
HP300727,064XX S OAKLEY AVE,GAME/DICE,SIDEWALK,True,2008,41.776697189000004,-87.68100556200001
HJ428536,044XX S PRINCETON AVE,GAME/DICE,STREET,True,2003,41.813278735,-87.63348256799999
HN478168,001XX W 114TH ST,GAME/DICE,SIDEWALK,True,2007,41.687097961999996,-87.626244569
HT586765,065XX S GREEN ST,GAME/DICE,SIDEWALK,True,2011,41.775098286,-87.645882255
G128467,043XX N KEDZIE AV,GAME/AMUSEMENT DEVICE,TAVERN/LIQUOR STORE,True,2001,41.959451773000005,-87.708341192
HZ292442,073XX S VINCENNES AVE,GAME/DICE,SIDEWALK,True,2016,41.760831251999996,-87.63010525
HH489942,043XX W VAN BUREN ST,GAME/DICE,STREET,True,2002,41.875168041,-87.733521834
HH104292,008XX E HYDE PARK BL,ILLEGAL ILL LOTTERY,STREET,True,2002,41.802272097,-87.60532852600001
HY301158,068XX S MAY ST,GAME/DICE,SIDEWALK,True,2015,41.769687895,-87.653025985
HW475061,046XX W ERIE ST,GAME/DICE,SIDEWALK,True,2013,41.892327179,-87.74239640200001
HK332602,0000X W 112TH ST,GAME/DICE,SIDEWALK,True,2004,41.690759878,-87.62417610899999
HH274898,057XX S CALUMET AV,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2002,41.790339534,-87.61748751200001
HH139323,001XX E 47 ST,ILLEGAL ILL LOTTERY,STREET,True,2002,41.809296597,-87.62227970200001
HM743522,008XX N CAMBRIDGE AVE,GAME/DICE,CHA PARKING LOT/GROUNDS,True,2006,41.898143139,-87.64181299799999
HN523320,044XX W WILCOX ST,GAME/DICE,SIDEWALK,True,2007,41.878743129,-87.73602576799999
G211111,0000X N LATROBE AV,GAME/DICE,SIDEWALK,True,2001,41.881154035,-87.75616712899999
HL729106,050XX W ADAMS ST,GAME/DICE,RESIDENCE,True,2005,41.878529405,-87.750510152
G582474,056XX S BISHOP ST,GAME/DICE,SIDEWALK,True,2001,41.791772717,-87.660738993
HN129792,065XX S COTTAGE GROVE AVE,GAME/DICE,OTHER,True,2007,41.776322631,-87.60583837600001
HP586760,059XX S PEORIA ST,GAME/DICE,SIDEWALK,True,2008,41.786534536,-87.647391795
HS288698,012XX W 72ND ST,GAME/DICE,SIDEWALK,True,2010,41.763212874000004,-87.65560519799999
HP551393,013XX W WASHBURNE AVE,GAME/DICE,CHA PARKING LOT/GROUNDS,True,2008,41.866095145,-87.660166138
HR586578,054XX W IOWA ST,GAME/DICE,SIDEWALK,True,2009,41.896707331,-87.76143383600001
HM699776,016XX W JONQUIL TER,GAME/DICE,SIDEWALK,True,2006,42.021157517,-87.671104579
HK441315,028XX W WILCOX ST,GAME/DICE,SIDEWALK,True,2004,41.879243499,-87.69735447
G518628,069XX S JUSTINE ST,GAME/DICE,SIDEWALK,True,2001,41.767460518,-87.66252891
HR432696,007XX E 43RD ST,GAME/DICE,STREET,False,2009,41.816792395,-87.60798515100001
HH592770,007XX N TRUMBULL AVE,GAME/DICE,SIDEWALK,True,2002,41.894552122,-87.712625215
HW323397,073XX S DORCHESTER AVE,GAME/DICE,SIDEWALK,True,2013,41.761654723,-87.590877295
HV591102,092XX S LA SALLE ST,GAME/DICE,RESIDENCE-GARAGE,True,2012,41.726251179,-87.627573809
HS371986,012XX S KOLIN AVE,GAME/DICE,SIDEWALK,True,2010,41.865089368,-87.733707829
HH429888,065XX S WOLCOTT AVE,GAME/DICE,SIDEWALK,True,2002,41.774784198,-87.671372166
HS524606,014XX W 73RD ST,GAME/DICE,SIDEWALK,True,2010,41.761315018000005,-87.66094719700001
HM503607,070XX S VERNON AVE,GAME/DICE,SIDEWALK,True,2006,41.766777734,-87.61408022100001
HW508707,047XX W HURON ST,GAME/DICE,SIDEWALK,True,2013,41.893187497,-87.74426529600001
HS224438,009XX N RIDGEWAY AVE,GAME/DICE,SIDEWALK,True,2010,41.898209002,-87.72006462700001
HJ271072,077XX N ASHLAND AVE,OTHER,STREET,True,2003,42.02192912,-87.67071382700001
HM187762,070XX W BELMONT AVE,GAME/CARDS,RESTAURANT,True,2006,41.938055284,-87.80271075799999
HK326054,040XX W MONROE ST,GAME/DICE,SIDEWALK,True,2004,41.879749716999996,-87.726498374
G565117,052XX S DREXEL AV,GAME/DICE,STREET,True,2001,41.799281069,-87.604067765
HJ343250,007XX N WALLER AVE,OTHER,SIDEWALK,True,2003,41.893438015,-87.767897856
HP346211,055XX W QUINCY ST,GAME/DICE,SIDEWALK,True,2008,41.877470052,-87.762516028
HS500396,012XX S AVERS AVE,GAME/DICE,SIDEWALK,True,2010,41.865669876999995,-87.72149910600001
HP490503,055XX S UNION AVE,GAME/DICE,SIDEWALK,True,2008,41.793465964,-87.642704634
HR301540,070XX S PERRY AVE,GAME/DICE,SIDEWALK,True,2009,41.766749982,-87.62819681299999
HM534148,0000X N LATROBE AVE,GAME/DICE,SIDEWALK,True,2006,41.881121826,-87.756310633
HJ474832,066XX S UNIVERSITY AVE,GAME/DICE,PARK PROPERTY,True,2003,41.774171018000004,-87.598493959
HP518656,069XX S ROCKWELL ST,GAME/DICE,ALLEY,True,2008,41.767599396,-87.68821646399999
HW321867,009XX N HOMAN AVE,GAME/DICE,SIDEWALK,True,2013,41.897649793,-87.71150430899999
HV203879,007XX E 90TH PL,GAME/DICE,SIDEWALK,True,2012,41.730240735,-87.606336576
HW333849,013XX S MILLARD AVE,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2013,41.863733464,-87.716561504
HX435629,008XX N LECLAIRE AVE,GAME/DICE,STREET,True,2014,41.895540733000004,-87.753169016
HS473020,063XX S ALBANY AVE,GAME/DICE,SIDEWALK,True,2010,41.778086056,-87.70067933700001
